Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,cat__EnvironmentSatisfaction_Bajo,cat__JobSatisfaction_Bajo,cat__JobSatisfaction_Muy alto,cat__WorkLifeBalance_Mala,cat__BusinessTravel_Travel_Frequently,cat__Department_Human Resources,cat__EducationField_Human Resources,cat__MaritalStatus_Single,target
35,1,66460,1.0,13,2,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32,2,21660,1.0,19,4,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32,2,21660,1.0,19,4,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32,2,21660,1.0,19,4,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46,20,40350,4.0,14,2,9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46,20,40350,4.0,14,2,9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46,20,40350,4.0,14,2,9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
45,8,33190,1.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,8,33190,1.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,8,33190,1.0,12,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,14,108200,5.0,12,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,14,108200,5.0,12,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,14,108200,5.0,12,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,18,23980,0.0,14,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,18,23980,0.0,14,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,18,23980,0.0,14,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
53,2,116910,4.0,20,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
53,2,116910,4.0,20,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
53,2,116910,4.0,20,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
58,22,24500,3.0,12,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,22,24500,3.0,12,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,22,24500,3.0,12,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,2,33460,1.0,21,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
27,2,33460,1.0,21,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
27,2,33460,1.0,21,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
52,5,29110,2.0,17,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
52,5,29110,2.0,17,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
52,5,29110,2.0,17,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
55,16,43190,4.0,11,3,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
55,16,43190,4.0,11,3,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
55,16,43190,4.0,11,3,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
34,7,86200,0.0,13,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34,7,86200,0.0,13,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34,7,86200,0.0,13,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30,9,40890,0.0,18,2,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30,9,40890,0.0,18,2,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30,9,40890,0.0,18,2,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
46,10,44220,4.0,11,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46,10,44220,4.0,11,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46,10,44220,4.0,11,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,8,24510,1.0,13,3,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,8,24510,1.0,13,3,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,8,24510,1.0,13,3,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,3,109760,1.0,11,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39,3,109760,1.0,11,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39,3,109760,1.0,11,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30,6,30410,1.0,11,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,6,30410,1.0,11,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,6,30410,1.0,11,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,5,24780,6.0,11,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,5,24780,6.0,11,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,5,24780,6.0,11,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,14,38860,1.0,17,2,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
43,14,38860,1.0,17,2,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
43,14,38860,1.0,17,2,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
54,5,40140,2.0,19,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,5,40140,2.0,19,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,5,40140,2.0,19,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,10,66510,0.0,20,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,10,66510,0.0,20,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,10,66510,0.0,20,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,2,75470,7.0,16,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55,2,75470,7.0,16,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55,2,75470,7.0,16,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35,15,65490,1.0,20,3,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35,15,65490,1.0,20,3,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35,15,65490,1.0,20,3,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28,1,56790,0.0,13,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,1,56790,0.0,13,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,1,56790,0.0,13,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,1,20440,0.0,21,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,1,20440,0.0,21,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,1,20440,0.0,21,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,1,190680,0.0,12,1,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
31,1,190680,0.0,12,1,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
31,1,190680,0.0,12,1,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
34,3,26590,0.0,24,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,3,26590,0.0,24,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,3,26590,0.0,24,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
45,3,37600,0.0,14,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
45,3,37600,0.0,14,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
45,3,37600,0.0,14,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,1,67810,0.0,15,2,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
28,1,67810,0.0,15,2,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
28,1,67810,0.0,15,2,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
27,24,31720,1.0,20,1,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
27,24,31720,1.0,20,1,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
27,24,31720,1.0,20,1,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
43,16,67820,0.0,16,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
43,16,67820,0.0,16,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
43,16,67820,0.0,16,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
33,3,16110,0.0,14,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,3,16110,0.0,14,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,3,16110,0.0,14,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
38,14,41710,0.0,23,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,14,41710,0.0,23,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,14,41710,0.0,23,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,10,63470,2.0,12,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
48,10,63470,2.0,12,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
48,10,63470,2.0,12,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
27,29,43250,1.0,14,2,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27,29,43250,1.0,14,2,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27,29,43250,1.0,14,2,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42,20,72950,1.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,20,72950,1.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,20,72950,1.0,15,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,6,108540,2.0,14,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
48,6,108540,2.0,14,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
48,6,108540,2.0,14,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44,21,62720,1.0,19,3,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
44,21,62720,1.0,19,3,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
44,21,62720,1.0,19,3,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
46,12,20740,2.0,15,3,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46,12,20740,2.0,15,3,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
46,12,20740,2.0,15,3,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29,8,194310,1.0,11,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,8,194310,1.0,11,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,8,194310,1.0,11,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,1,196360,1.0,12,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,1,196360,1.0,12,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,1,196360,1.0,12,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,7,21770,1.0,13,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,7,21770,1.0,13,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,7,21770,1.0,13,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30,1,53010,1.0,16,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30,1,53010,1.0,16,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30,1,53010,1.0,16,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,7,119570,1.0,13,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,7,119570,1.0,13,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,7,119570,1.0,13,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,2,28180,1.0,13,2,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
34,2,28180,1.0,13,2,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
34,2,28180,1.0,13,2,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
32,5,96020,1.0,13,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32,5,96020,1.0,13,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32,5,96020,1.0,13,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,1,57620,1.0,11,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,1,57620,1.0,11,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,1,57620,1.0,11,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37,4,98840,1.0,14,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,4,98840,1.0,14,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,4,98840,1.0,14,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,4,188440,1.0,19,3,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
32,4,188440,1.0,19,3,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
32,4,188440,1.0,19,3,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
31,2,70940,1.0,14,2,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
31,2,70940,1.0,14,2,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
31,2,70940,1.0,14,2,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
31,24,38940,1.0,12,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,24,38940,1.0,12,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,24,38940,1.0,12,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
48,2,28190,1.0,20,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
48,2,28190,1.0,20,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
48,2,28190,1.0,20,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,10,55070,1.0,12,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,10,55070,1.0,12,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,10,55070,1.0,12,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,4,76320,1.0,21,3,10,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
44,4,76320,1.0,21,3,10,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
44,4,76320,1.0,21,3,10,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
45,29,29730,1.0,12,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,29,29730,1.0,12,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,29,29730,1.0,12,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35,7,32290,1.0,25,2,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35,7,32290,1.0,25,2,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35,7,32290,1.0,25,2,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35,8,36900,1.0,13,2,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
35,8,36900,1.0,13,2,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
35,8,36900,1.0,13,2,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,1,28710,1.0,17,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
33,1,28710,1.0,17,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
33,1,28710,1.0,17,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,1,179240,1.0,13,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,1,179240,1.0,13,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,1,179240,1.0,13,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35,4,74030,1.0,12,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,4,74030,1.0,12,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,4,74030,1.0,12,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,21,197170,1.0,21,1,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40,21,197170,1.0,21,1,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40,21,197170,1.0,21,1,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
41,6,28210,1.0,17,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41,6,28210,1.0,17,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41,6,28210,1.0,17,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34,1,53810,1.0,12,0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,1,53810,1.0,12,0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,1,53810,1.0,12,0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,15,194360,1.0,19,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,15,194360,1.0,19,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,15,194360,1.0,19,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,3,40250,1.0,11,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
36,3,40250,1.0,11,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
36,3,40250,1.0,11,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
31,1,195130,1.0,12,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,1,195130,1.0,12,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,1,195130,1.0,12,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,3,90940,1.0,12,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,3,90940,1.0,12,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,3,90940,1.0,12,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,8,82240,6.0,19,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,8,82240,6.0,19,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,8,82240,6.0,19,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,10,58690,1.0,11,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,10,58690,1.0,11,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,10,58690,1.0,11,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,1,109380,6.0,14,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,1,109380,6.0,14,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,1,109380,6.0,14,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36,11,131910,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,11,131910,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,11,131910,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,6,46150,6.0,12,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
46,6,46150,6.0,12,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
46,6,46150,6.0,12,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
56,10,40780,8.0,24,3,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
56,10,40780,8.0,24,3,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
56,10,40780,8.0,24,3,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
29,10,128080,1.0,13,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,10,128080,1.0,13,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,10,128080,1.0,13,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,28,26450,1.0,15,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
42,28,26450,1.0,15,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
42,28,26450,1.0,15,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36,7,116310,1.0,18,2,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,7,116310,1.0,18,2,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,7,116310,1.0,18,2,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,4,118360,1.0,22,2,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,4,118360,1.0,22,2,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,4,118360,1.0,22,2,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2,103770,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2,103770,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2,103770,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,10,42330,1.0,11,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,10,42330,1.0,11,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,10,42330,1.0,11,5,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
41,1,52570,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,1,52570,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,1,52570,1.0,14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,9,131420,1.0,25,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35,9,131420,1.0,25,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35,9,131420,1.0,25,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32,10,165980,1.0,13,2,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
32,10,165980,1.0,13,2,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
32,10,165980,1.0,13,2,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
54,23,136030,8.0,13,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,23,136030,8.0,13,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,23,136030,8.0,13,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,15,19040,1.0,22,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
35,15,19040,1.0,22,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
35,15,19040,1.0,22,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
38,5,63840,3.0,19,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,5,63840,3.0,19,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,5,63840,3.0,19,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,1,10090,7.0,13,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,1,10090,7.0,13,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,1,10090,7.0,13,3,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34,7,13930,1.0,11,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
34,7,13930,1.0,11,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
34,7,13930,1.0,11,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
31,2,97130,1.0,17,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,2,97130,1.0,17,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,2,97130,1.0,17,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35,2,106090,1.0,22,3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
35,2,106090,1.0,22,3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
35,2,106090,1.0,22,3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
29,16,65130,1.0,11,2,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
29,16,65130,1.0,11,2,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
29,16,65130,1.0,11,2,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
37,24,137580,1.0,11,5,10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
37,24,137580,1.0,11,5,10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
